"WAVEL [µm]" "FLUX [Jy]" "FLUX_err [Jy]"
10.896696090698242 "" ""
10.902836799621582 "" ""
10.908977508544922 "" ""
10.915120124816895 "" ""
10.92126178741455 "" ""
10.927404403686523 "" ""
10.933547019958496 "" ""
10.939690589904785 "" ""
10.945834159851074 "" ""
10.95197868347168 "" ""
10.958123207092285 "" ""
10.96426773071289 "" ""
10.970413208007812 "" ""
10.97655963897705 "" ""
10.982706069946289 "" ""
10.988852500915527 "" ""
10.994999885559082 "" ""
11.001147270202637 "" ""
11.007295608520508 "" ""
11.013442993164062 "" ""
11.019591331481934 "" ""
11.025740623474121 "" ""
11.031890869140625 "" ""
11.038040161132812 "" ""
11.044190406799316 "" ""
11.050341606140137 "" ""
11.056492805480957 "" ""
11.062644004821777 "" ""
11.068796157836914 "" ""
11.074949264526367 "" ""
11.081101417541504 "" ""
11.087255477905273 "" ""
11.093408584594727 "" ""
11.099562644958496 "" ""
11.105716705322266 "" ""
11.111872673034668 "" ""
11.118026733398438 "" ""
11.124183654785156 "" ""
11.130338668823242 "" ""
11.136496543884277 "" ""
11.14265251159668 "" ""
11.148809432983398 "" ""
11.15496826171875 "" ""
11.161126136779785 "" ""
11.16728401184082 "" ""
11.173443794250488 "" ""
11.179603576660156 "" ""
11.185763359069824 "" ""
11.191923141479492 "" ""
11.198084831237793 "" ""
11.204245567321777 "" ""
11.210407257080078 "" ""
11.216568946838379 "" ""
11.22273063659668 "" ""
11.228893280029297 "" ""
11.23505687713623 "" ""
11.241220474243164 "" ""
11.247384071350098 "" ""
11.253548622131348 "" ""
11.259713172912598 "" ""
11.265878677368164 "" ""
11.27204418182373 "" ""
11.278210639953613 "" ""
11.284377098083496 "" ""
11.290543556213379 "" ""
11.296710968017578 "" ""
11.302879333496094 "" ""
11.30904769897461 "" ""
11.315215110778809 "" ""
11.32138442993164 "" ""
11.327553749084473 "" ""
11.333724021911621 "" ""
11.339893341064453 "" ""
11.346064567565918 "" ""
11.352235794067383 "" ""
11.358406066894531 "" ""
11.364578247070312 "" ""
11.37075138092041 "" ""
11.376923561096191 "" ""
11.383096694946289 "" ""
11.389269828796387 "" ""
11.3954439163208 "" ""
11.401618003845215 "" ""
11.407793045043945 "" ""
11.41396713256836 "" ""
11.420144081115723 "" ""
11.426319122314453 "" ""
11.432496070861816 "" ""
11.438672065734863 "" ""
11.444849014282227 "" ""
11.451027870178223 "" ""
11.457204818725586 "" ""
11.463383674621582 "" ""
11.469562530517578 "" ""
11.47574234008789 "" ""
11.481921195983887 "" ""
11.4881010055542 "" ""
11.494282722473145 "" ""
11.500463485717773 "" ""
11.506644248962402 "" ""
11.512825965881348 "" ""
11.519007682800293 "" ""
11.525190353393555 "" ""
11.531373023986816 "" ""
11.537556648254395 "" ""
11.543740272521973 "" ""
11.549924850463867 "" ""
11.556109428405762 "" ""
11.562294006347656 "" ""
11.568479537963867 "" ""
11.574666023254395 "" ""
11.580852508544922 "" ""
11.58703899383545 "" ""
11.593226432800293 "" ""
11.599413871765137 "" ""
11.60560131072998 "" ""
11.61178970336914 "" ""
11.6179780960083 "" ""
11.624167442321777 "" ""
11.630356788635254 "" ""
11.636547088623047 "" ""
11.64273738861084 "" ""
11.64892864227295 "" ""
11.655118942260742 "" ""
11.661311149597168 "" ""
11.667502403259277 "" ""
11.67369556427002 "" ""
11.679888725280762 "" ""
11.686081886291504 "" ""
11.692276000976562 "" ""
11.698469161987305 "" ""
11.70466423034668 "" ""
11.710859298706055 "" ""
11.71705436706543 "" ""
11.723250389099121 "" ""
11.729445457458496 "" ""
11.73564338684082 "" ""
11.741839408874512 "" ""
11.74803638458252 "" ""
11.75423526763916 "" ""
11.760433197021484 "" ""
11.766632080078125 "" ""
11.77283000946045 "" ""
11.779030799865723 "" ""
11.78523063659668 "" ""
11.791430473327637 "" ""
11.79763126373291 "" ""
11.803832054138184 "" ""
11.810033798217773 "" ""
11.81623649597168 "" ""
11.82243824005127 "" ""
11.828640937805176 "" ""
11.834844589233398 "" ""
11.841048240661621 "" ""
11.847251892089844 "" ""
11.853456497192383 "" ""
11.859661102294922 "" ""
11.865866661071777 "" ""
11.872072219848633 "" ""
11.878277778625488 "" ""
11.88448429107666 "" ""
11.890690803527832 "" ""
11.89689826965332 "" ""
11.903106689453125 "" ""
11.90931510925293 "" ""
11.915522575378418 "" ""
11.921731948852539 "" ""
11.92794132232666 "" ""
11.934151649475098 "" ""
11.940361022949219 "" ""
11.946572303771973 "" ""
11.95278263092041 "" ""
11.958993911743164 "" ""
11.965206146240234 "" ""
11.971418380737305 "" ""
11.977630615234375 "" ""
11.983843803405762 "" ""
11.990057945251465 "" ""
11.996271133422852 "" ""
12.002486228942871 "" ""
12.008700370788574 "" ""
12.014915466308594 "" ""
12.021130561828613 "" ""
12.027347564697266 "" ""
12.033563613891602 "" ""
12.039779663085938 "" ""
12.045997619628906 "" ""
12.052215576171875 "" ""
12.058432579040527 "" ""
12.064651489257812 "" ""
12.070870399475098 "" ""
12.077089309692383 "" ""
12.083309173583984 "" ""
12.089529037475586 "" ""
12.095749855041504 "" ""
12.101971626281738 "" ""
12.108192443847656 "" ""
12.11441421508789 "" ""
12.120635986328125 "" ""
12.126858711242676 "" ""
12.133081436157227 "" ""
12.139305114746094 "" ""
12.145528793334961 "" ""
12.151753425598145 "" ""
12.157978057861328 "" ""
12.164202690124512 "" ""
12.170428276062012 "" ""
12.176653861999512 "" ""
12.182879447937012 "" ""
12.189106941223145 "" ""
12.195334434509277 "" ""
12.20156192779541 "" ""
12.207789421081543 "" ""
12.214017868041992 "" ""
12.220246315002441 "" ""
12.226475715637207 "" ""
12.232705116271973 "" ""
12.238935470581055 "" ""
12.245165824890137 "" ""
12.251396179199219 "" ""
12.257627487182617 "" ""
12.263859748840332 "" ""
12.27009105682373 "" ""
12.276324272155762 "" ""
12.282556533813477 "" ""
12.288790702819824 "" ""
12.295023918151855 "" ""
12.301258087158203 "" ""
12.30749225616455 "" ""
12.313727378845215 "" ""
12.319962501525879 "" ""
12.32619857788086 "" ""
12.33243465423584 "" ""
12.33867073059082 "" ""
12.344907760620117 "" ""
12.35114574432373 "" ""
12.357383728027344 "" ""
12.363621711730957 "" ""
12.36985969543457 "" ""
12.376099586486816 "" ""
12.382339477539062 "" ""
12.388578414916992 "" ""
12.394819259643555 "" ""
12.4010591506958 "" ""
12.40730094909668 "" ""
12.413541793823242 "" ""
12.419784545898438 "" ""
12.426027297973633 "" ""
12.432270050048828 "" ""
12.438512802124023 "" ""
12.444756507873535 "" ""
12.451000213623047 "" ""
12.457244873046875 "" ""
12.463489532470703 "" ""
12.469735145568848 "" ""
12.475980758666992 "" ""
12.482226371765137 "" ""
12.488472938537598 "" ""
12.494720458984375 "" ""
12.500967025756836 "" ""
12.507214546203613 "" ""
12.513463020324707 "" ""
12.519712448120117 "" ""
12.525959968566895 "" ""
12.532210350036621 "" ""
12.538459777832031 "" ""
12.544710159301758 "" ""
12.550960540771484 "" ""
12.557211875915527 "" ""
12.56346321105957 "" ""
12.56971549987793 "" ""
12.575966835021973 "" ""
12.582220077514648 "" ""
12.588473320007324 "" ""
12.5947265625 "" ""
12.600980758666992 "" ""
12.607234954833984 "" ""
12.613489151000977 "" ""
12.619744300842285 "" ""
12.62600040435791 "" ""
12.632256507873535 "" ""
12.63851261138916 "" ""
12.644769668579102 "" ""
12.651026725769043 "" ""
12.657283782958984 "" ""
12.663542747497559 "" ""
12.669800758361816 "" ""
12.67605972290039 "" ""
12.682318687438965 "" ""
12.688578605651855 "" ""
12.694838523864746 "" ""
12.701099395751953 "" ""
12.70736026763916 "" ""
12.713622093200684 "" ""
12.719883918762207 "" ""
12.72614574432373 "" ""
12.73240852355957 "" ""
12.73867130279541 "" ""
12.744935035705566 "" ""
12.751198768615723 "" ""
12.757462501525879 "" ""
12.763727188110352 "" ""
12.769991874694824 "" ""
12.776257514953613 "" ""
12.782523155212402 "" ""
12.788789749145508 "" ""
12.795056343078613 "" ""
12.801323890686035 "" ""
12.80759048461914 "" ""
12.813858985900879 "" ""
12.820127487182617 "" ""
12.826395988464355 "" ""
12.83266544342041 "" ""
12.838934898376465 "" ""
12.84520435333252 "" ""
12.851475715637207 "" ""
12.857746124267578 "" ""
12.864017486572266 "" ""
12.87028980255127 "" ""
12.876561164855957 "" ""
12.882833480834961 "" ""
12.889106750488281 "" ""
12.895380020141602 "" ""
12.901653289794922 "" ""
12.907928466796875 "" ""
12.914202690124512 "" ""
12.920476913452148 "" ""
12.926753044128418 "" ""
12.933028221130371 "" ""
12.93930435180664 "" ""
12.945581436157227 "" ""
12.951858520507812 "" ""
12.958135604858398 "" ""
12.964412689208984 "" ""
12.970691680908203 "" ""
12.976970672607422 "" ""
12.98324966430664 "" ""
12.98952865600586 "" ""
12.995808601379395 "" ""
13.00208854675293 "" ""
13.008370399475098 "" ""
13.01465129852295 "" ""
13.020933151245117 "" ""
13.027215003967285 "" ""
13.033496856689453 "" ""
13.039779663085938 "" ""
13.046063423156738 "" ""
13.052347183227539 "" ""
13.058629989624023 "" ""
13.06491470336914 "" ""
13.071199417114258 "" ""
13.077485084533691 "" ""
13.083770751953125 "" ""
13.090057373046875 "" ""
13.096343994140625 "" ""
13.102629661560059 "" ""
13.108917236328125 "" ""
